id,kind,deck,model,prompt,review,review_notes,confidence
surf-candy-chartreuse-white,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Surf Candy"" in the Chartreuse/White colour variant. Short-shank stainless saltwater hook, size 1/0. Construction from the eye back: a slim layered wing of stiff translucent Ultra Hair tied in at the head — clear-white underneath, six to eight strands of pearl flash in the middle, olive over the top — swept back well past the bend and tapering to a loose, translucent, hair-tip tail; beneath the wing a body of flat silver mylar tinsel wrapped along the shank; the forward portion of the fly, from the head back roughly to the hook point, encased in smooth thin layers of clear five-minute epoxy built into a hard, glassy, translucent tapered head (sources vary on how far back the resin runs — some coat from the bend all the way through the hook eye); a domed 3D prism stick-on eye embedded in the resin on each side, and a short red gill slash drawn in marker under the resin. Unweighted apart from the resin, no dumbbell eyes. This fly is not inverted: hook rides point-DOWN, hook point facing DOWN, materials on top of the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Chartreuse/White version — Chartreuse back. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Stained water)",rebuilt-from-corrected-base,Construction inherited from corrected base `surf-candy`.,high
gummy-minnow,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Gummy Minnow"". Short-shank stainless saltwater hook, size 2. Construction: a body cut from soft self-adhesive translucent silicone sheet folded around the shank and sealed to itself — pearlescent on the belly and flanks, a moss-green olive strip laid over the back, and a clear outer layer over the whole thing — then scissor-trimmed to a small minnow silhouette with a forked tail extending past the hook bend and a slim pinched waist at the tail root. A large 3/16-inch super-pearl stick-on 3D eye on each side of the head, disproportionately big for the fly. Glossy, wet-looking and semi-transparent, so light passes through the body and the hook shank is faintly visible inside it. Unweighted, no dumbbell eyes. This fly is not inverted: hook rides point-DOWN, hook point facing DOWN, the silicone body enclosing the shank. Only one fly, hook bend and point clearly visible.",minor,"""a small eye"" — the Gummy Minnow's eye is conspicuously LARGE: 3/16-inch super-pearl stick-on eyes, disproportionately big on the head. 'Small eye' produces the wrong silhouette. | ""A soft translucent silicone sheet body"" with no back colour — the standard fly has a moss-green or olive strip over the back against a pearl body, which is the whole point of the layered construction. Without it the model draws a plain clear fish. | ""silver flash inside"" is loose; what is inside is a pearlescent Crystal Skin / Sili Skin layer rather than loose flash strands. | The prompt omits the shape: the body i",medium
ep-sand-eel,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""EP Sand Eel"". Short-shank, wide-gap stainless saltwater hook, size 1. Construction: sparse bunches of translucent EP synthetic fibres tied in along the shank and folded back over themselves — a white belly under an olive-and-tan back, with three or four strands of pearl flash between the layers — then trimmed into a very long, very slim, round-sectioned eel profile that extends roughly twice the hook length past the bend and tapers to a fine hair point rather than a cut tail. A small stick-on eye on each side of the head, set in a bead of clear UV resin that forms a smooth tapered nose. Unweighted or very lightly weighted. This fly is not inverted and has no dumbbell eyes: hook rides point-DOWN, hook point facing DOWN, materials on top of and around the shank. Only one fly, hook bend and point clearly visible.",uncertain,"""Long saltwater hook"" is probably wrong. EP-fibre patterns are built on SHORT-shank wide-gap hooks with the fibre body doing the length; a long shank would put the hook point too far back in a slim eel body. Sources for EP-style baitfish consistently specify Gamakatsu SC15-type short-shank hooks. (Sand-eel patterns from other tyers do use long-shank or tarpon hooks, so this is a genuine range, not a certainty.) | ""small eyes"" and ""slim profile"" are so generic they give the model almost nothing. No fibre-layering method, no flash, no head resin, no length ratio.",low
gotcha,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Gotcha"". Standard-length stainless saltwater hook, size 4. Construction from the eye back: a prominent, glossy, built-up pale-pink thread head at the very front; then medium silver bead-chain eyes lashed across the shank with figure-eight wraps about two hook-eye widths back from the hook eye; behind the eyes a sparse tan craft-fur wing tied on the hook-point side of the shank, one and a half to two shank lengths long and sweeping well past the bend, with three or four strands of pearl Krystal Flash through it; a body of flat pearl Diamond Braid wrapped in overlapping turns along the shank and figure-eighted around the eyes; and at the bend a tail of the same pearl braid, shredded and picked out into a fan about one shank length past the bend. The craft-fur wing and the hook point are on the SAME side of the shank and the fly fishes upside down: show the hook point facing UP with the tan wing directly above the shank on the same side as the point, screening the point, the pearl braid body below, and the bead-chain eyes straddling the shank just behind the pink head. Only one fly, hook bend and point clearly visible.",wrong,"KNOWN SYSTEMIC BUG PRESENT: the inverted-orientation paragraph is pasted in TWICE, verbatim. The paragraph is appropriate here but the duplicate must go. | ""a short sparse tail of pearl flash fibers about half the shank length"" — wrong material and wrong length. The tail is flat pearl Diamond/mylar BRAID, shredded and picked out into a fan, and it extends about one full shank length past the bend. | ""a slim pearl mylar tinsel body"" — the body is flat pearl Diamond Braid wrapped in overlapping turns and figure-eighted around the eyes, a fatter, more textured look than plain mylar tinsel. | ""sil",medium
gotcha-pink,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Gotcha"" in the Pink colour variant. Standard-length stainless saltwater hook, size 4. Construction from the eye back: a prominent, glossy, built-up pale-pink thread head at the very front; then medium silver bead-chain eyes lashed across the shank with figure-eight wraps about two hook-eye widths back from the hook eye; behind the eyes a sparse tan craft-fur wing tied on the hook-point side of the shank, one and a half to two shank lengths long and sweeping well past the bend, with three or four strands of pearl Krystal Flash through it; a body of flat pearl Diamond Braid wrapped in overlapping turns along the shank and figure-eighted around the eyes; and at the bend a tail of the same pearl braid, shredded and picked out into a fan about one shank length past the bend. The craft-fur wing and the hook point are on the SAME side of the shank and the fly fishes upside down: show the hook point facing UP with the tan wing directly above the shank on the same side as the point, screening the point, the pearl braid body below, and the bead-chain eyes straddling the shank just behind the pink head. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Pink version — Pink head, pearl body, tan wing. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Standard Belize/Bahamas)",rebuilt-from-corrected-base,Construction inherited from corrected base `gotcha`.,medium
gotcha-tan,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Gotcha"" in the Tan (Bonefish Special) colour variant. Standard-length stainless saltwater hook, size 4. Construction from the eye back: a prominent, glossy, built-up pale-pink thread head at the very front; then medium silver bead-chain eyes lashed across the shank with figure-eight wraps about two hook-eye widths back from the hook eye; behind the eyes a sparse tan craft-fur wing tied on the hook-point side of the shank, one and a half to two shank lengths long and sweeping well past the bend, with three or four strands of pearl Krystal Flash through it; a body of flat pearl Diamond Braid wrapped in overlapping turns along the shank and figure-eighted around the eyes; and at the bend a tail of the same pearl braid, shredded and picked out into a fan about one shank length past the bend. The craft-fur wing and the hook point are on the SAME side of the shank and the fly fishes upside down: show the hook point facing UP with the tan wing directly above the shank on the same side as the point, screening the point, the pearl braid body below, and the bead-chain eyes straddling the shank just behind the pink head. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Tan (Bonefish Special) version — Tan head, orange body, tan wing. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Bahamas, sand flats)",rebuilt-from-corrected-base,Construction inherited from corrected base `gotcha`.,medium
gotcha-chartreuse,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Gotcha"" in the Chartreuse colour variant. Standard-length stainless saltwater hook, size 4. Construction from the eye back: a prominent, glossy, built-up pale-pink thread head at the very front; then medium silver bead-chain eyes lashed across the shank with figure-eight wraps about two hook-eye widths back from the hook eye; behind the eyes a sparse tan craft-fur wing tied on the hook-point side of the shank, one and a half to two shank lengths long and sweeping well past the bend, with three or four strands of pearl Krystal Flash through it; a body of flat pearl Diamond Braid wrapped in overlapping turns along the shank and figure-eighted around the eyes; and at the bend a tail of the same pearl braid, shredded and picked out into a fan about one shank length past the bend. The craft-fur wing and the hook point are on the SAME side of the shank and the fly fishes upside down: show the hook point facing UP with the tan wing directly above the shank on the same side as the point, screening the point, the pearl braid body below, and the bead-chain eyes straddling the shank just behind the pink head. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Chartreuse version — Pink head, chartreuse wing. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Turtle grass, off-color water)",rebuilt-from-corrected-base,Construction inherited from corrected base `gotcha`.,medium
crazy-charlie,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Crazy Charlie"". Short-shank stainless saltwater hook, size 6. Construction from the eye back: a small neat thread head; then silver bead-chain eyes lashed across the shank with figure-eight wraps two or three hook-eye lengths back from the hook eye; immediately behind the eyes a sparse, deliberately unstacked white calf-tail wing tied on the hook-point side of the shank with ragged staggered tips reaching just past the hook bend, and a few strands of pearl Krystal Flash laid over it as a topping; and along the whole shank a body of pearl Krystal Flash wrapped as an underbody and figure-eighted around the eyes, then overwrapped with clear D-Rib so the pearl flash glows through the translucent segmented rib. There is NO tail. Classic white and pearl. The calf-tail wing and the hook point are on the SAME side of the shank and the fly fishes upside down: show the hook point facing UP with the white wing directly above the shank on the same side as the point, and the translucent ribbed pearl body below the shank. Only one fly, hook bend and point clearly visible.",wrong,"KNOWN SYSTEMIC BUG PRESENT: the inverted-orientation paragraph is pasted in TWICE, verbatim. The paragraph is correct for this pattern but the duplicate must be removed. | ""a body of clear vinyl rib over pink flash"" — the underbody flash is PEARL (Krystal Flash or Flashabou), not pink. Pink is a wing/thread colourway variant, not the standard underbody. The classic reads as a translucent silver-pearl body. | ""Silver bead-chain eyes just behind the hook eye"" — Charlie's Fly Box specifies two or three hook-eye lengths back from the hook eye, leaving a short bare front. | ""a sparse white calf-tai",high
crazy-charlie-pink,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Crazy Charlie"" in the Pink colour variant. Short-shank stainless saltwater hook, size 6. Construction from the eye back: a small neat thread head; then silver bead-chain eyes lashed across the shank with figure-eight wraps two or three hook-eye lengths back from the hook eye; immediately behind the eyes a sparse, deliberately unstacked white calf-tail wing tied on the hook-point side of the shank with ragged staggered tips reaching just past the hook bend, and a few strands of pearl Krystal Flash laid over it as a topping; and along the whole shank a body of pearl Krystal Flash wrapped as an underbody and figure-eighted around the eyes, then overwrapped with clear D-Rib so the pearl flash glows through the translucent segmented rib. There is NO tail. Classic white and pearl. The calf-tail wing and the hook point are on the SAME side of the shank and the fly fishes upside down: show the hook point facing UP with the white wing directly above the shank on the same side as the point, and the translucent ribbed pearl body below the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Pink version — Pink body, white calf tail. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Standard)",rebuilt-from-corrected-base,Construction inherited from corrected base `crazy-charlie`.,high
crazy-charlie-tan,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Crazy Charlie"" in the Tan colour variant. Short-shank stainless saltwater hook, size 6. Construction from the eye back: a small neat thread head; then silver bead-chain eyes lashed across the shank with figure-eight wraps two or three hook-eye lengths back from the hook eye; immediately behind the eyes a sparse, deliberately unstacked white calf-tail wing tied on the hook-point side of the shank with ragged staggered tips reaching just past the hook bend, and a few strands of pearl Krystal Flash laid over it as a topping; and along the whole shank a body of pearl Krystal Flash wrapped as an underbody and figure-eighted around the eyes, then overwrapped with clear D-Rib so the pearl flash glows through the translucent segmented rib. There is NO tail. Classic white and pearl. The calf-tail wing and the hook point are on the SAME side of the shank and the fly fishes upside down: show the hook point facing UP with the white wing directly above the shank on the same side as the point, and the translucent ribbed pearl body below the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Tan version — Tan body and wing. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: White sand flats)",rebuilt-from-corrected-base,Construction inherited from corrected base `crazy-charlie`.,high
crazy-charlie-white,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Crazy Charlie"" in the White colour variant. Short-shank stainless saltwater hook, size 6. Construction from the eye back: a small neat thread head; then silver bead-chain eyes lashed across the shank with figure-eight wraps two or three hook-eye lengths back from the hook eye; immediately behind the eyes a sparse, deliberately unstacked white calf-tail wing tied on the hook-point side of the shank with ragged staggered tips reaching just past the hook bend, and a few strands of pearl Krystal Flash laid over it as a topping; and along the whole shank a body of pearl Krystal Flash wrapped as an underbody and figure-eighted around the eyes, then overwrapped with clear D-Rib so the pearl flash glows through the translucent segmented rib. There is NO tail. Classic white and pearl. The calf-tail wing and the hook point are on the SAME side of the shank and the fly fishes upside down: show the hook point facing UP with the white wing directly above the shank on the same side as the point, and the translucent ribbed pearl body below the shank. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the White version — Pearl body, white wing. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Bright sun, white marl)",rebuilt-from-corrected-base,Construction inherited from corrected base `crazy-charlie`.,high
bonefish-bitters,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Bonefish Bitters"". Small short-shank saltwater hook, size 6. From the hook eye back: the front half of the shank is encased in a smooth glossy teardrop of amber-tan epoxy/hot-melt glue, with small silver bead-chain eyes embedded in that teardrop about midway along the shank; from the rear of the epoxy blob a short sparse bunch of tan deer hair projects back about one shank length past the bend, and six to eight fine tan rubber legs, slightly longer than the hair, splay out to the sides from the same point. No wing. The fly rides inverted: the hook point and the deer-hair tail are on the SAME side of the shank and are shown facing UP, while the bead-chain eyes sit on the OPPOSITE side, hanging beneath the shank. Only one fly, hook bend and point clearly visible.",wrong,The whole inverted-orientation paragraph is DUPLICATED verbatim in the prompt ('The wing/hair and weighted eyes are tied on the SAME side of the shank as the hook point... ' appears twice) - systemic paste bug. | 'The wing/hair and weighted eyes are tied on the SAME side of the shank' - physically backwards. The weighted/bead-chain eyes must be on the OPPOSITE side of the shank from the hook point (i.e. hanging underneath the shank once the fly is inverted); it is the weight below the shank that holds the point up. | 'a short sparse hair wing' - the Bitters has no wing. The deer hair/bucktail ,high
ep-shrimp,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""EP Spawning Shrimp"". Straight-eye saltwater hook, size 4. From the hook eye back: a small lead dumbbell (or silver bead-chain) pair of eyes just behind the hook eye and a loop of clear monofilament weedguard; then a shaggy, semi-translucent tan body of brushed-out EP fibre wrapped along the shank and trimmed to a tapered shrimp profile; small black mono crab eyes on short stalks and a few tan barred rubber legs and two or three strands of black Krystal Flash sweeping back past the bend as antennae; and at the REAR of the body, over the bend, a compact hot-orange ball of dubbing as the spawning egg mass. The fly rides inverted: the hook point and the shrimp's dressing are on the SAME side of the shank and are shown facing UP, while the weighted eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible.",wrong,"The inverted-orientation paragraph is DUPLICATED verbatim - systemic paste bug. | 'The wing/hair and weighted eyes are tied on the SAME side of the shank' - backwards; the lead/bead-chain eyes belong on the opposite side of the shank from the point. Also there is no 'wing' on this fly at all, so the boilerplate wording does not describe anything present. | 'a small orange egg cluster underneath' - the orange egg mass is at the REAR of the fly, built as a ball on the back third of the shank near the bend, not slung under the middle of the body. | 'a tan segmented EP-fiber body' - the body is a ",medium
ep-shrimp-tan,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""EP Spawning Shrimp"" in the Tan colour variant. Straight-eye saltwater hook, size 4. From the hook eye back: a small lead dumbbell (or silver bead-chain) pair of eyes just behind the hook eye and a loop of clear monofilament weedguard; then a shaggy, semi-translucent tan body of brushed-out EP fibre wrapped along the shank and trimmed to a tapered shrimp profile; small black mono crab eyes on short stalks and a few tan barred rubber legs and two or three strands of black Krystal Flash sweeping back past the bend as antennae; and at the REAR of the body, over the bend, a compact hot-orange ball of dubbing as the spawning egg mass. The fly rides inverted: the hook point and the shrimp's dressing are on the SAME side of the shank and are shown facing UP, while the weighted eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Tan version — Tan EP, orange egg sac. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Standard)",rebuilt-from-corrected-base,Construction inherited from corrected base `ep-shrimp`.,medium
ep-shrimp-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is an ""EP Spawning Shrimp"" in the Olive colour variant. Straight-eye saltwater hook, size 4. From the hook eye back: a small lead dumbbell (or silver bead-chain) pair of eyes just behind the hook eye and a loop of clear monofilament weedguard; then a shaggy, semi-translucent tan body of brushed-out EP fibre wrapped along the shank and trimmed to a tapered shrimp profile; small black mono crab eyes on short stalks and a few tan barred rubber legs and two or three strands of black Krystal Flash sweeping back past the bend as antennae; and at the REAR of the body, over the bend, a compact hot-orange ball of dubbing as the spawning egg mass. The fly rides inverted: the hook point and the shrimp's dressing are on the SAME side of the shank and are shown facing UP, while the weighted eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive EP. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Grass flats)",rebuilt-from-corrected-base,Construction inherited from corrected base `ep-shrimp`.,medium
mantis-shrimp,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Veverka's Mantis Shrimp"". Straight-eye saltwater hook, size 2. From the hook eye back: a pair of lead dumbbell eyes just behind the hook eye; then a translucent spiky body dubbed from tan craft fur in three segments, with a set of fine tan rubber legs splayed out to the sides between each segment (three sets in all); a strip of tan rabbit fur pulled over the top of the body as a carapace and coated with thin clear UV resin; and at the bend, two large black burnt-monofilament eyes on short stalks, a few strands of pearl Krystal Flash as long antennae, and a soft tan craft-fur tail. Sand-tan overall. The fly rides inverted: the hook point and all the dressing are on the SAME side of the shank and are shown facing UP, while the dumbbell eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible.",wrong,"The inverted-orientation paragraph is DUPLICATED verbatim - systemic paste bug. | 'The wing/hair and weighted eyes are tied on the SAME side of the shank' - backwards; the dumbbell eyes must be on the opposite side of the shank from the hook point. There is also no wing on this fly. | 'rubber-leg antennae' - the antennae are strands of tan or pearl Krystal Flash. The rubber legs are not antennae; they are three separate sets spaced along the BODY. | 'dubbed segmented body with legs underneath' - the legs are in three sets spread along the length of the body and splay out to the sides, not mass",high
mantis-shrimp-tan,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Veverka's Mantis Shrimp"" in the Tan colour variant. Straight-eye saltwater hook, size 2. From the hook eye back: a pair of lead dumbbell eyes just behind the hook eye; then a translucent spiky body dubbed from tan craft fur in three segments, with a set of fine tan rubber legs splayed out to the sides between each segment (three sets in all); a strip of tan rabbit fur pulled over the top of the body as a carapace and coated with thin clear UV resin; and at the bend, two large black burnt-monofilament eyes on short stalks, a few strands of pearl Krystal Flash as long antennae, and a soft tan craft-fur tail. Sand-tan overall. The fly rides inverted: the hook point and all the dressing are on the SAME side of the shank and are shown facing UP, while the dumbbell eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Tan version — Tan. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: White sand)",rebuilt-from-corrected-base,Construction inherited from corrected base `mantis-shrimp`.,high
mantis-shrimp-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Veverka's Mantis Shrimp"" in the Olive colour variant. Straight-eye saltwater hook, size 2. From the hook eye back: a pair of lead dumbbell eyes just behind the hook eye; then a translucent spiky body dubbed from tan craft fur in three segments, with a set of fine tan rubber legs splayed out to the sides between each segment (three sets in all); a strip of tan rabbit fur pulled over the top of the body as a carapace and coated with thin clear UV resin; and at the bend, two large black burnt-monofilament eyes on short stalks, a few strands of pearl Krystal Flash as long antennae, and a soft tan craft-fur tail. Sand-tan overall. The fly rides inverted: the hook point and all the dressing are on the SAME side of the shank and are shown facing UP, while the dumbbell eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Grass and coral)",rebuilt-from-corrected-base,Construction inherited from corrected base `mantis-shrimp`.,high
merkin,fly,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Merkin (Del Brown's Permit Fly)"". Straight-eye saltwater hook, size 2. From the hook eye back: a pair of heavy plated lead dumbbell eyes about two eye-widths behind the hook eye; then the body - about five crosswise bunches of tan acrylic rug yarn X-wrapped onto the shank and trimmed into a flat, dense oval crab carapace, narrowest at the hook eye and widest at the bend; four white square rubber legs with red-marked tips knotted in between the yarn bunches and sticking out sideways along the whole body; and at the bend, four splayed brown barred-ginger neck hackle tips about a shank length long as the crab's claws, with three or four strands of pearl Flashabou over them in a narrow V. The fly rides inverted: the hook point is on the SAME side of the shank as the claws and is shown facing UP, while the lead dumbbell eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible.",wrong,"The inverted-orientation paragraph is DUPLICATED verbatim - systemic paste bug. | 'The wing/hair and weighted eyes are tied on the SAME side of the shank as the hook point' - backwards. Sea Island's step-by-step is explicit: 'Tie the dumbbell eyes right behind the eye of the hook on the top of the hook. This will make the hook point ride up.' In the finished fly the eyes hang BELOW the shank while the point is up. There is also no wing on a Merkin. | 'splayed grizzly hackle tips' - wrong feather. The claws are brown, cree or barred-ginger neck hackle tips; grizzly (black-and-white barred) is n",high
merkin-tan,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Merkin (Del Brown's Permit Fly)"" in the Tan colour variant. Straight-eye saltwater hook, size 2. From the hook eye back: a pair of heavy plated lead dumbbell eyes about two eye-widths behind the hook eye; then the body - about five crosswise bunches of tan acrylic rug yarn X-wrapped onto the shank and trimmed into a flat, dense oval crab carapace, narrowest at the hook eye and widest at the bend; four white square rubber legs with red-marked tips knotted in between the yarn bunches and sticking out sideways along the whole body; and at the bend, four splayed brown barred-ginger neck hackle tips about a shank length long as the crab's claws, with three or four strands of pearl Flashabou over them in a narrow V. The fly rides inverted: the hook point is on the SAME side of the shank as the claws and is shown facing UP, while the lead dumbbell eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Tan version — Tan yarn, tan legs. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Sand and marl flats)",rebuilt-from-corrected-base,Construction inherited from corrected base `merkin`.,high
merkin-olive,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Merkin (Del Brown's Permit Fly)"" in the Olive colour variant. Straight-eye saltwater hook, size 2. From the hook eye back: a pair of heavy plated lead dumbbell eyes about two eye-widths behind the hook eye; then the body - about five crosswise bunches of tan acrylic rug yarn X-wrapped onto the shank and trimmed into a flat, dense oval crab carapace, narrowest at the hook eye and widest at the bend; four white square rubber legs with red-marked tips knotted in between the yarn bunches and sticking out sideways along the whole body; and at the bend, four splayed brown barred-ginger neck hackle tips about a shank length long as the crab's claws, with three or four strands of pearl Flashabou over them in a narrow V. The fly rides inverted: the hook point is on the SAME side of the shank as the claws and is shown facing UP, while the lead dumbbell eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Olive version — Olive yarn. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Turtle grass)",rebuilt-from-corrected-base,Construction inherited from corrected base `merkin`.,high
merkin-brown,fly-variant,flies,fal-ai/nano-banana-2,"Ultra-detailed macro product photograph of a single real fly-fishing fly on a seamless pure white background, studio softbox lighting, sharp focus, side profile view, no hands, no text. The fly is a ""Merkin (Del Brown's Permit Fly)"" in the Brown/Rust colour variant. Straight-eye saltwater hook, size 2. From the hook eye back: a pair of heavy plated lead dumbbell eyes about two eye-widths behind the hook eye; then the body - about five crosswise bunches of tan acrylic rug yarn X-wrapped onto the shank and trimmed into a flat, dense oval crab carapace, narrowest at the hook eye and widest at the bend; four white square rubber legs with red-marked tips knotted in between the yarn bunches and sticking out sideways along the whole body; and at the bend, four splayed brown barred-ginger neck hackle tips about a shank length long as the crab's claws, with three or four strands of pearl Flashabou over them in a narrow V. The fly rides inverted: the hook point is on the SAME side of the shank as the claws and is shown facing UP, while the lead dumbbell eyes sit on the OPPOSITE side, hanging beneath the shank behind the hook eye. Only one fly, hook bend and point clearly visible. COLOURWAY: this is the Brown/Rust version — Brown yarn. Keep the construction above exactly as described and change only the colours to match this colourway. (Fished for: Mud flats, Belize)",rebuilt-from-corrected-base,Construction inherited from corrected base `merkin`.,high
